Customer_ID,Age,Gender,Item_Purchased,Category,Purchase _Amount_USD,Location,Size,Color,Season,Review_Ratio,Subscription_Status,Discount_Applied,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Age_Bracket,Spending_Tier,Frequency_Tier
468,19,Male,Backpack,Accessories,51,Nebraska,Small,Orange,Spring,4.5,Yes,Yes,37,Debit Card,Every 3 Months,Young Adults,Moderate Spender,Occasional Customer
469,34,Male,Backpack,Accessories,38,Georgia,Small,Peach,Fall,5,Yes,Yes,16,Cash,Quarterly,Mid Adults,Low Spender,Occasional Customer
470,21,Male,Shorts,Clothing,46,Alabama,Large,Pink,Fall,4.1,Yes,Yes,30,Debit Card,Bi-Weekly,Young Adults,Moderate Spender,Frequent Customer
471,50,Male,Dress,Clothing,63,Minnesota,Large,Teal,Summer,4.6,Yes,Yes,6,Cash,Every 3 Months,Mature Adults,High Spender,Occasional Customer
472,55,Male,Scarf,Accessories,72,Missouri,Extra Large,White,Winter,4.9,Yes,Yes,36,Bank Transfer,Quarterly,Pre-Senior Adults,High Spender,Occasional Customer
473,20,Male,Jeans,Clothing,39,Georgia,Large,Gray,Winter,3.9,Yes,Yes,3,Bank Transfer,Quarterly,Young Adults,Low Spender,Occasional Customer
474,34,Male,Coat,Outerwear,42,West Virginia,Large,Olive,Spring,3.9,Yes,Yes,29,PayPal,Every 3 Months,Mid Adults,Moderate Spender,Occasional Customer
475,62,Male,Sweater,Clothing,76,Arkansas,Extra Large,Maroon,Summer,2.6,Yes,Yes,15,Cash,Quarterly,Pre-Senior Adults,High Spender,Occasional Customer
476,21,Male,Sneakers,Footwear,66,Ohio,Large,Magenta,Summer,2.7,Yes,Yes,18,Debit Card,Annually,Young Adults,High Spender,Rare Customer
477,21,Male,Scarf,Accessories,90,Connecticut,Medium,Magenta,Spring,3.5,Yes,Yes,2,Debit Card,Fortnightly,Young Adults,Premium Spender,Frequent Customer
478,42,Male,Sweater,Clothing,56,North Dakota,Medium,Green,Summer,3.7,Yes,Yes,49,Debit Card,Weekly,Mid Adults,Moderate Spender,Loyal Customer
479,35,Male,Jewelry,Accessories,43,Kansas,Extra Large,Turquoise,Winter,3.2,Yes,Yes,48,Venmo,Annually,Mid Adults,Moderate Spender,Rare Customer
480,39,Male,Handbag,Accessories,84,Iowa,Large,Yellow,Winter,3.3,Yes,Yes,43,Venmo,Monthly,Mid Adults,Premium Spender,Regular Customer
481,68,Male,Hoodie,Clothing,88,Vermont,Medium,Gray,Summer,4.8,Yes,Yes,30,Debit Card,Bi-Weekly,Seniors,Premium Spender,Frequent Customer
482,46,Male,Hat,Accessories,88,Wisconsin,Large,Peach,Fall,3.2,Yes,Yes,10,PayPal,Fortnightly,Mature Adults,Premium Spender,Frequent Customer
483,41,Male,Belt,Accessories,42,Connecticut,Medium,Yellow,Winter,2.5,Yes,Yes,11,Venmo,Annually,Mid Adults,Moderate Spender,Rare Customer
484,23,Male,Hoodie,Clothing,73,Oklahoma,Medium,White,Fall,3.9,Yes,Yes,12,Debit Card,Weekly,Young Adults,High Spender,Loyal Customer
485,68,Male,Hat,Accessories,73,Missouri,Large,Lavender,Summer,4.7,Yes,Yes,28,Bank Transfer,Quarterly,Seniors,High Spender,Occasional Customer
486,48,Male,Shoes,Footwear,44,Tennessee,Small,Blue,Spring,2.6,Yes,Yes,36,Debit Card,Fortnightly,Mature Adults,Moderate Spender,Frequent Customer
487,38,Male,Sandals,Footwear,63,New Mexico,Medium,Charcoal,Fall,2.8,Yes,Yes,37,Venmo,Every 3 Months,Mid Adults,High Spender,Occasional Customer
488,41,Male,Jacket,Outerwear,68,Iowa,Large,Red,Winter,4.4,Yes,Yes,22,Credit Card,Quarterly,Mid Adults,High Spender,Occasional Customer
489,58,Male,Sweater,Clothing,29,Maine,Large,Olive,Spring,4.6,Yes,Yes,32,Venmo,Weekly,Pre-Senior Adults,Low Spender,Loyal Customer
490,49,Male,Socks,Clothing,85,South Dakota,Medium,Green,Summer,3.2,Yes,Yes,40,PayPal,Annually,Mature Adults,Premium Spender,Rare Customer
491,57,Male,Sneakers,Footwear,42,Colorado,Medium,Silver,Winter,4.2,Yes,Yes,47,Cash,Monthly,Pre-Senior Adults,Moderate Spender,Regular Customer
492,49,Male,Coat,Outerwear,69,Vermont,Medium,Silver,Summer,3.7,Yes,Yes,24,Credit Card,Bi-Weekly,Mature Adults,High Spender,Frequent Customer
493,50,Male,Shirt,Clothing,62,Michigan,Medium,Black,Fall,3.9,Yes,Yes,11,Debit Card,Weekly,Mature Adults,High Spender,Loyal Customer
494,28,Male,Backpack,Accessories,48,Nevada,Extra Large,Red,Summer,4.7,Yes,Yes,19,Cash,Bi-Weekly,Early Adults,Moderate Spender,Frequent Customer
495,38,Male,Boots,Footwear,68,Indiana,Medium,Indigo,Winter,4.5,Yes,Yes,42,Debit Card,Weekly,Mid Adults,High Spender,Loyal Customer
496,33,Male,Handbag,Accessories,36,Michigan,Extra Large,Cyan,Fall,3.3,Yes,Yes,6,Debit Card,Fortnightly,Mid Adults,Low Spender,Frequent Customer
497,30,Male,Dress,Clothing,63,California,Small,Maroon,Fall,3.3,Yes,Yes,31,Venmo,Fortnightly,Early Adults,High Spender,Frequent Customer
498,43,Male,Sneakers,Footwear,39,Oklahoma,Small,Silver,Winter,4.6,Yes,Yes,31,Cash,Weekly,Mid Adults,Low Spender,Loyal Customer
499,43,Male,Boots,Footwear,78,Iowa,Medium,Lavender,Spring,3.6,Yes,Yes,27,Bank Transfer,Monthly,Mid Adults,High Spender,Regular Customer
500,36,Male,Shoes,Footwear,99,Rhode Island,Large,Silver,Winter,4.8,Yes,Yes,24,PayPal,Monthly,Mid Adults,Premium Spender,Regular Customer
501,36,Male,T-shirt,Clothing,31,Washington,Large,Purple,Fall,4.8,Yes,Yes,35,Venmo,Every 3 Months,Mid Adults,Low Spender,Occasional Customer
502,64,Male,Boots,Footwear,45,Florida,Medium,Cyan,Spring,2.9,Yes,Yes,21,Venmo,Annually,Pre-Senior Adults,Moderate Spender,Rare Customer
503,59,Male,Pants,Clothing,30,South Carolina,Small,Cyan,Fall,2.8,Yes,Yes,8,PayPal,Fortnightly,Pre-Senior Adults,Low Spender,Frequent Customer
504,55,Male,Shoes,Footwear,24,West Virginia,Medium,Lavender,Summer,3.2,Yes,Yes,26,Bank Transfer,Quarterly,Pre-Senior Adults,Low Spender,Occasional Customer
505,42,Male,Shoes,Footwear,22,Missouri,Medium,Maroon,Winter,3.9,Yes,Yes,26,PayPal,Annually,Mid Adults,Low Spender,Rare Customer
506,61,Male,T-shirt,Clothing,63,Maine,Large,Gray,Spring,4.3,Yes,Yes,9,Cash,Bi-Weekly,Pre-Senior Adults,High Spender,Frequent Customer
507,28,Male,Scarf,Accessories,40,Georgia,Medium,Olive,Fall,2.7,Yes,Yes,48,Debit Card,Annually,Early Adults,Moderate Spender,Rare Customer
508,65,Male,Shorts,Clothing,20,Maine,Medium,Magenta,Spring,5,Yes,Yes,33,Debit Card,Fortnightly,Seniors,Low Spender,Frequent Customer
509,27,Male,Jewelry,Accessories,20,Illinois,Small,Yellow,Winter,3.7,Yes,Yes,31,PayPal,Quarterly,Early Adults,Low Spender,Occasional Customer
510,41,Male,T-shirt,Clothing,80,Delaware,Large,Cyan,Summer,3.9,Yes,Yes,17,Debit Card,Weekly,Mid Adults,Premium Spender,Loyal Customer
511,21,Male,Shirt,Clothing,87,West Virginia,Medium,Teal,Fall,3.9,Yes,Yes,22,Venmo,Annually,Young Adults,Premium Spender,Rare Customer
512,61,Male,Shirt,Clothing,46,Hawaii,Large,Yellow,Fall,3.1,Yes,Yes,8,PayPal,Annually,Pre-Senior Adults,Moderate Spender,Rare Customer
513,19,Male,Gloves,Accessories,49,New York,Large,Peach,Winter,3.3,Yes,Yes,2,Bank Transfer,Monthly,Young Adults,Moderate Spender,Regular Customer
514,22,Male,Scarf,Accessories,65,New Mexico,Medium,Peach,Fall,3.6,Yes,Yes,45,Venmo,Annually,Young Adults,High Spender,Rare Customer
515,64,Male,Skirt,Clothing,62,Indiana,Small,Olive,Winter,4.3,Yes,Yes,47,PayPal,Quarterly,Pre-Senior Adults,High Spender,Occasional Customer
516,28,Male,Hat,Accessories,67,Kentucky,Large,Charcoal,Spring,4.5,Yes,Yes,7,Cash,Monthly,Early Adults,High Spender,Regular Customer
517,34,Male,Hoodie,Clothing,41,West Virginia,Large,Indigo,Fall,2.8,Yes,Yes,19,Debit Card,Bi-Weekly,Mid Adults,Moderate Spender,Frequent Customer
518,61,Male,Boots,Footwear,49,North Dakota,Large,Silver,Fall,2.7,Yes,Yes,44,Cash,Every 3 Months,Pre-Senior Adults,Moderate Spender,Occasional Customer
519,24,Male,Blouse,Clothing,100,Oregon,Medium,Beige,Fall,2.9,Yes,Yes,16,Venmo,Every 3 Months,Young Adults,Premium Spender,Occasional Customer
520,19,Male,Belt,Accessories,54,Minnesota,Large,Blue,Summer,4.4,Yes,Yes,17,Bank Transfer,Quarterly,Young Adults,Moderate Spender,Occasional Customer
521,51,Male,Sunglasses,Accessories,84,South Carolina,Medium,White,Spring,3.9,Yes,Yes,20,Debit Card,Quarterly,Mature Adults,Premium Spender,Occasional Customer
522,36,Male,Shorts,Clothing,41,Vermont,Large,Gold,Winter,3.5,Yes,Yes,50,Bank Transfer,Annually,Mid Adults,Moderate Spender,Rare Customer
523,65,Male,Gloves,Accessories,88,Minnesota,Medium,Blue,Spring,2.5,Yes,Yes,37,Cash,Quarterly,Seniors,Premium Spender,Occasional Customer
524,46,Male,Sandals,Footwear,40,Delaware,Medium,Orange,Spring,4.9,Yes,Yes,5,PayPal,Quarterly,Mature Adults,Moderate Spender,Occasional Customer
525,59,Male,Shirt,Clothing,39,Pennsylvania,Medium,Gold,Summer,4.8,Yes,Yes,44,PayPal,Annually,Pre-Senior Adults,Low Spender,Rare Customer
526,51,Male,Coat,Outerwear,37,Iowa,Medium,Cyan,Spring,3.2,Yes,Yes,41,Debit Card,Monthly,Mature Adults,Low Spender,Regular Customer
527,51,Male,Pants,Clothing,52,New Jersey,Small,Red,Winter,4.9,Yes,Yes,19,Cash,Monthly,Mature Adults,Moderate Spender,Regular Customer
528,21,Male,T-shirt,Clothing,23,South Carolina,Large,Yellow,Winter,4.3,Yes,Yes,47,Bank Transfer,Every 3 Months,Young Adults,Low Spender,Occasional Customer
529,34,Male,Sneakers,Footwear,88,Maryland,Small,Beige,Winter,3.2,Yes,Yes,40,Cash,Annually,Mid Adults,Premium Spender,Rare Customer
530,32,Male,Shorts,Clothing,84,California,Medium,Orange,Fall,3.7,Yes,Yes,6,Credit Card,Monthly,Early Adults,Premium Spender,Regular Customer
531,48,Male,Coat,Outerwear,37,Montana,Extra Large,Magenta,Winter,3.2,Yes,Yes,25,Credit Card,Bi-Weekly,Mature Adults,Low Spender,Frequent Customer
532,50,Male,Sandals,Footwear,51,Vermont,Large,Purple,Fall,3.4,Yes,Yes,42,Cash,Weekly,Mature Adults,Moderate Spender,Loyal Customer
533,26,Male,Pants,Clothing,76,Texas,Large,Black,Winter,4.1,Yes,Yes,35,Bank Transfer,Every 3 Months,Early Adults,High Spender,Occasional Customer
534,57,Male,Sandals,Footwear,60,North Carolina,Large,Pink,Spring,4.5,Yes,Yes,17,Debit Card,Weekly,Pre-Senior Adults,High Spender,Loyal Customer
535,65,Male,Gloves,Accessories,72,Florida,Large,Pink,Fall,4.5,Yes,Yes,4,PayPal,Quarterly,Seniors,High Spender,Occasional Customer
536,56,Male,T-shirt,Clothing,45,West Virginia,Large,Maroon,Spring,3.2,Yes,Yes,24,Bank Transfer,Weekly,Pre-Senior Adults,Moderate Spender,Loyal Customer
537,44,Male,Jacket,Outerwear,84,Illinois,Small,Maroon,Fall,4.4,Yes,Yes,16,Debit Card,Every 3 Months,Mid Adults,Premium Spender,Occasional Customer
538,50,Male,Blouse,Clothing,49,Virginia,Small,Turquoise,Summer,3,Yes,Yes,14,Debit Card,Annually,Mature Adults,Moderate Spender,Rare Customer
539,27,Male,Socks,Clothing,22,Virginia,Extra Large,Green,Spring,3.2,Yes,Yes,43,Cash,Weekly,Early Adults,Low Spender,Loyal Customer
540,49,Male,Coat,Outerwear,48,Wyoming,Medium,Violet,Winter,4,Yes,Yes,49,Debit Card,Weekly,Mature Adults,Moderate Spender,Loyal Customer
541,49,Male,Dress,Clothing,37,South Carolina,Medium,Lavender,Spring,3.1,Yes,Yes,33,Cash,Every 3 Months,Mature Adults,Low Spender,Occasional Customer
542,52,Male,Jacket,Outerwear,27,Connecticut,Large,Gray,Fall,2.8,Yes,Yes,45,Cash,Bi-Weekly,Mature Adults,Low Spender,Frequent Customer
543,27,Male,Boots,Footwear,79,Illinois,Extra Large,Teal,Spring,4.6,Yes,Yes,35,Cash,Bi-Weekly,Early Adults,High Spender,Frequent Customer
544,53,Male,Skirt,Clothing,98,Alabama,Small,Red,Spring,4.3,Yes,Yes,11,Credit Card,Monthly,Mature Adults,Premium Spender,Regular Customer
545,34,Male,Sandals,Footwear,64,Washington,Small,Yellow,Summer,3.3,Yes,Yes,30,Bank Transfer,Every 3 Months,Mid Adults,High Spender,Occasional Customer
546,33,Male,Coat,Outerwear,32,Alabama,Large,Magenta,Summer,3.5,Yes,Yes,48,Debit Card,Annually,Mid Adults,Low Spender,Rare Customer
547,62,Male,Hoodie,Clothing,74,New Mexico,Medium,Brown,Winter,3.4,Yes,Yes,45,Venmo,Bi-Weekly,Pre-Senior Adults,High Spender,Frequent Customer
548,38,Male,Jacket,Outerwear,50,Nevada,Medium,Blue,Winter,2.8,Yes,Yes,26,Venmo,Weekly,Mid Adults,Moderate Spender,Loyal Customer
549,36,Male,Backpack,Accessories,64,Nebraska,Medium,Black,Winter,4.6,Yes,Yes,41,Debit Card,Every 3 Months,Mid Adults,High Spender,Occasional Customer
550,31,Male,Backpack,Accessories,29,Arizona,Small,Olive,Fall,3.6,Yes,Yes,37,Venmo,Bi-Weekly,Early Adults,Low Spender,Frequent Customer
551,62,Male,Belt,Accessories,62,Georgia,Medium,Olive,Summer,3.3,Yes,Yes,12,PayPal,Weekly,Pre-Senior Adults,High Spender,Loyal Customer
552,29,Male,Coat,Outerwear,78,Idaho,Extra Large,Green,Fall,3.1,Yes,Yes,27,Cash,Bi-Weekly,Early Adults,High Spender,Frequent Customer
553,24,Male,T-shirt,Clothing,94,Missouri,Medium,Peach,Fall,3.5,Yes,Yes,18,Bank Transfer,Weekly,Young Adults,Premium Spender,Loyal Customer
554,63,Male,Sunglasses,Accessories,59,Florida,Medium,White,Winter,3.2,Yes,Yes,15,Credit Card,Quarterly,Pre-Senior Adults,Moderate Spender,Occasional Customer
555,56,Male,Sneakers,Footwear,47,Minnesota,Medium,Red,Summer,3,Yes,Yes,34,Bank Transfer,Weekly,Pre-Senior Adults,Moderate Spender,Loyal Customer
556,63,Male,Gloves,Accessories,57,Maine,Medium,White,Fall,4.8,Yes,Yes,37,Venmo,Annually,Pre-Senior Adults,Moderate Spender,Rare Customer
557,40,Male,Coat,Outerwear,90,Montana,Large,Indigo,Winter,5,Yes,Yes,21,Cash,Fortnightly,Mid Adults,Premium Spender,Frequent Customer
558,18,Male,Shirt,Clothing,60,Alaska,Medium,White,Spring,2.9,Yes,Yes,31,Debit Card,Weekly,Young Adults,High Spender,Loyal Customer
559,50,Male,Sneakers,Footwear,77,Iowa,Large,Teal,Fall,3.2,Yes,Yes,43,Debit Card,Every 3 Months,Mature Adults,High Spender,Occasional Customer
560,66,Male,Scarf,Accessories,41,Arizona,Medium,Indigo,Fall,2.9,Yes,Yes,22,Bank Transfer,Monthly,Seniors,Moderate Spender,Regular Customer
561,25,Male,Jewelry,Accessories,48,Louisiana,Large,Red,Fall,3.3,Yes,Yes,12,Debit Card,Annually,Early Adults,Moderate Spender,Rare Customer
562,65,Male,Jacket,Outerwear,65,Alabama,Medium,Blue,Fall,2.6,Yes,Yes,25,PayPal,Fortnightly,Seniors,High Spender,Frequent Customer
563,53,Male,Jeans,Clothing,62,Missouri,Medium,Blue,Summer,3.5,Yes,Yes,40,Debit Card,Annually,Mature Adults,High Spender,Rare Customer
564,61,Male,Shoes,Footwear,99,Idaho,Medium,Black,Fall,4.4,Yes,Yes,16,Debit Card,Quarterly,Pre-Senior Adults,Premium Spender,Occasional Customer
565,67,Male,Hoodie,Clothing,58,Florida,Medium,Olive,Winter,3.4,Yes,Yes,30,Bank Transfer,Weekly,Seniors,Moderate Spender,Loyal Customer
566,59,Male,Backpack,Accessories,43,Idaho,Large,Lavender,Fall,4.2,Yes,Yes,10,Venmo,Weekly,Pre-Senior Adults,Moderate Spender,Loyal Customer
567,55,Male,Sneakers,Footwear,93,Alabama,Medium,Indigo,Spring,3.6,Yes,Yes,1,Debit Card,Fortnightly,Pre-Senior Adults,Premium Spender,Frequent Customer
568,21,Male,Blouse,Clothing,50,New Hampshire,Small,Red,Winter,3,Yes,Yes,24,Venmo,Fortnightly,Young Adults,Moderate Spender,Frequent Customer
569,44,Male,Pants,Clothing,88,Utah,Large,Red,Summer,4,Yes,Yes,36,PayPal,Monthly,Mid Adults,Premium Spender,Regular Customer
570,65,Male,Skirt,Clothing,33,Alabama,Medium,Pink,Fall,4.4,Yes,Yes,46,Credit Card,Every 3 Months,Seniors,Low Spender,Occasional Customer
571,65,Male,T-shirt,Clothing,99,Iowa,Extra Large,Purple,Fall,4.1,Yes,Yes,20,Cash,Annually,Seniors,Premium Spender,Rare Customer
572,54,Male,Jacket,Outerwear,76,Kentucky,Extra Large,Cyan,Spring,3.6,Yes,Yes,37,Venmo,Weekly,Mature Adults,High Spender,Loyal Customer
573,56,Male,Scarf,Accessories,97,South Carolina,Extra Large,Cyan,Summer,4.6,Yes,Yes,26,Bank Transfer,Annually,Pre-Senior Adults,Premium Spender,Rare Customer
574,58,Male,Pants,Clothing,68,California,Medium,Charcoal,Summer,3.2,Yes,Yes,23,Credit Card,Bi-Weekly,Pre-Senior Adults,High Spender,Frequent Customer
575,54,Male,Sneakers,Footwear,79,Maine,Large,Red,Fall,4.8,Yes,Yes,20,Bank Transfer,Bi-Weekly,Mature Adults,High Spender,Frequent Customer
576,58,Male,Jeans,Clothing,86,Nebraska,Medium,Peach,Fall,4.8,Yes,Yes,38,PayPal,Monthly,Pre-Senior Adults,Premium Spender,Regular Customer
577,48,Male,Hat,Accessories,68,Washington,Medium,Black,Winter,5,Yes,Yes,5,Credit Card,Every 3 Months,Mature Adults,High Spender,Occasional Customer
578,19,Male,Skirt,Clothing,52,Alabama,Medium,Black,Fall,3.7,Yes,Yes,41,Venmo,Annually,Young Adults,Moderate Spender,Rare Customer
579,69,Male,Sandals,Footwear,90,Maine,Medium,Purple,Fall,4.6,Yes,Yes,22,Credit Card,Fortnightly,Seniors,Premium Spender,Frequent Customer
580,58,Male,Sandals,Footwear,41,California,Medium,Violet,Winter,3.7,Yes,Yes,48,Credit Card,Annually,Pre-Senior Adults,Moderate Spender,Rare Customer
581,49,Male,Sweater,Clothing,80,Iowa,Medium,Orange,Spring,4.1,Yes,Yes,10,PayPal,Weekly,Mature Adults,Premium Spender,Loyal Customer
582,32,Male,Sweater,Clothing,100,Iowa,Extra Large,Charcoal,Winter,2.7,Yes,Yes,12,Bank Transfer,Every 3 Months,Early Adults,Premium Spender,Occasional Customer
583,40,Male,Jacket,Outerwear,77,Colorado,Large,Turquoise,Spring,4.9,Yes,Yes,2,Bank Transfer,Quarterly,Mid Adults,High Spender,Occasional Customer
584,25,Male,Shorts,Clothing,78,California,Large,Yellow,Spring,4,Yes,Yes,38,PayPal,Monthly,Early Adults,High Spender,Regular Customer
585,70,Male,Socks,Clothing,94,Indiana,Medium,White,Spring,4.7,Yes,Yes,20,Debit Card,Monthly,Seniors,Premium Spender,Regular Customer
586,69,Male,Socks,Clothing,23,South Carolina,Medium,Gray,Fall,2.8,Yes,Yes,5,Cash,Every 3 Months,Seniors,Low Spender,Occasional Customer
587,45,Male,Hoodie,Clothing,20,Wisconsin,Small,Blue,Winter,4.9,Yes,Yes,9,Venmo,Annually,Mature Adults,Low Spender,Rare Customer
588,29,Male,Socks,Clothing,86,Washington,Small,Maroon,Fall,4.2,Yes,Yes,48,Debit Card,Every 3 Months,Early Adults,Premium Spender,Occasional Customer
589,47,Male,Boots,Footwear,60,South Dakota,Medium,Violet,Fall,3,Yes,Yes,9,Debit Card,Quarterly,Mature Adults,High Spender,Occasional Customer
590,28,Male,Shirt,Clothing,70,Minnesota,Medium,Orange,Fall,3.4,Yes,Yes,40,PayPal,Annually,Early Adults,High Spender,Rare Customer
591,64,Male,Belt,Accessories,39,Alaska,Small,Turquoise,Fall,4.6,Yes,Yes,30,Venmo,Fortnightly,Pre-Senior Adults,Low Spender,Frequent Customer
592,47,Male,Backpack,Accessories,37,Kentucky,Large,Olive,Fall,4.2,Yes,Yes,6,Debit Card,Bi-Weekly,Mature Adults,Low Spender,Frequent Customer
593,60,Male,Boots,Footwear,29,North Dakota,Medium,Brown,Fall,3.2,Yes,Yes,42,Venmo,Every 3 Months,Pre-Senior Adults,Low Spender,Occasional Customer
594,67,Male,Coat,Outerwear,35,Alaska,Small,Green,Winter,4.4,Yes,Yes,9,PayPal,Every 3 Months,Seniors,Low Spender,Occasional Customer
595,35,Male,Hoodie,Clothing,83,Oklahoma,Small,Brown,Winter,2.5,Yes,Yes,6,Debit Card,Monthly,Mid Adults,Premium Spender,Regular Customer
596,30,Male,Shoes,Footwear,77,Delaware,Medium,Silver,Summer,3.6,Yes,Yes,47,PayPal,Quarterly,Early Adults,High Spender,Occasional Customer
597,23,Male,Shoes,Footwear,37,Montana,Extra Large,White,Summer,4.5,Yes,Yes,36,Venmo,Annually,Young Adults,Low Spender,Rare Customer
598,70,Male,Jewelry,Accessories,69,Alaska,Large,Gold,Summer,3.4,Yes,Yes,19,Bank Transfer,Fortnightly,Seniors,High Spender,Frequent Customer
599,21,Male,Dress,Clothing,66,California,Large,Green,Winter,3.2,Yes,Yes,30,Cash,Every 3 Months,Young Adults,High Spender,Occasional Customer
600,51,Male,Boots,Footwear,26,Massachusetts,Large,Teal,Spring,4.2,Yes,Yes,27,Debit Card,Every 3 Months,Mature Adults,Low Spender,Occasional Customer
601,22,Male,Hat,Accessories,63,South Carolina,Medium,Charcoal,Spring,5,Yes,Yes,25,Venmo,Monthly,Young Adults,High Spender,Regular Customer
602,32,Male,Backpack,Accessories,38,West Virginia,Medium,Maroon,Summer,4.7,Yes,Yes,5,Cash,Fortnightly,Early Adults,Low Spender,Frequent Customer
603,37,Male,Shoes,Footwear,58,Oregon,Large,Lavender,Summer,4.2,Yes,Yes,10,Cash,Every 3 Months,Mid Adults,Moderate Spender,Occasional Customer
604,31,Male,Handbag,Accessories,46,Massachusetts,Large,Green,Winter,3.4,Yes,Yes,26,PayPal,Every 3 Months,Early Adults,Moderate Spender,Occasional Customer
605,44,Male,Sunglasses,Accessories,92,West Virginia,Small,Pink,Fall,4.4,Yes,Yes,11,Credit Card,Every 3 Months,Mid Adults,Premium Spender,Occasional Customer
606,40,Male,Hat,Accessories,32,California,Extra Large,Charcoal,Winter,4.2,Yes,Yes,17,Bank Transfer,Weekly,Mid Adults,Low Spender,Loyal Customer
607,27,Male,Scarf,Accessories,90,Colorado,Medium,Blue,Spring,4.5,Yes,Yes,44,PayPal,Monthly,Early Adults,Premium Spender,Regular Customer
608,47,Male,Hoodie,Clothing,23,Indiana,Large,Purple,Fall,2.8,Yes,Yes,44,Cash,Monthly,Mature Adults,Low Spender,Regular Customer
609,41,Male,Backpack,Accessories,25,Delaware,Small,Gold,Fall,3.3,Yes,Yes,21,Venmo,Every 3 Months,Mid Adults,Low Spender,Occasional Customer
610,51,Male,Sweater,Clothing,54,Ohio,Large,Purple,Fall,4.6,Yes,Yes,49,Credit Card,Fortnightly,Mature Adults,Moderate Spender,Frequent Customer
611,53,Male,Shorts,Clothing,72,Oklahoma,Medium,Charcoal,Summer,2.5,Yes,Yes,27,Bank Transfer,Every 3 Months,Mature Adults,High Spender,Occasional Customer
612,43,Male,Scarf,Accessories,33,California,Medium,Black,Winter,4.7,Yes,Yes,19,Cash,Monthly,Mid Adults,Low Spender,Regular Customer
613,67,Male,Hat,Accessories,43,New Hampshire,Large,Lavender,Fall,4.6,Yes,Yes,33,Credit Card,Quarterly,Seniors,Moderate Spender,Occasional Customer
614,61,Male,Coat,Outerwear,51,Pennsylvania,Large,Lavender,Fall,2.6,Yes,Yes,46,Cash,Bi-Weekly,Pre-Senior Adults,Moderate Spender,Frequent Customer
615,68,Male,Jewelry,Accessories,85,Idaho,Medium,Lavender,Winter,4,Yes,Yes,21,Credit Card,Bi-Weekly,Seniors,Premium Spender,Frequent Customer
616,67,Male,Sandals,Footwear,100,Maryland,Large,Olive,Summer,2.6,Yes,Yes,23,Venmo,Annually,Seniors,Premium Spender,Rare Customer
617,29,Male,Gloves,Accessories,72,Pennsylvania,Large,Teal,Spring,4.6,Yes,Yes,38,Credit Card,Every 3 Months,Early Adults,High Spender,Occasional Customer
618,50,Male,Backpack,Accessories,57,Colorado,Medium,Maroon,Fall,2.6,Yes,Yes,2,Bank Transfer,Quarterly,Mature Adults,Moderate Spender,Occasional Customer
619,61,Male,Jacket,Outerwear,94,Indiana,Large,Cyan,Spring,4,Yes,Yes,21,Debit Card,Bi-Weekly,Pre-Senior Adults,Premium Spender,Frequent Customer
620,19,Male,Backpack,Accessories,34,Nebraska,Medium,Charcoal,Summer,4.6,Yes,Yes,1,Debit Card,Every 3 Months,Young Adults,Low Spender,Occasional Customer
621,33,Male,Backpack,Accessories,89,Rhode Island,Medium,Black,Fall,3.7,Yes,Yes,10,Venmo,Every 3 Months,Mid Adults,Premium Spender,Occasional Customer
622,51,Male,Sunglasses,Accessories,27,Kansas,Small,Red,Fall,4.4,Yes,Yes,45,Credit Card,Weekly,Mature Adults,Low Spender,Loyal Customer
623,69,Male,Socks,Clothing,63,Georgia,Small,Peach,Spring,4,Yes,Yes,44,Bank Transfer,Fortnightly,Seniors,High Spender,Frequent Customer
624,19,Male,Shoes,Footwear,70,Nevada,Medium,White,Fall,4.7,Yes,Yes,48,PayPal,Bi-Weekly,Young Adults,High Spender,Frequent Customer
625,55,Male,Pants,Clothing,87,South Carolina,Extra Large,Pink,Fall,3.4,Yes,Yes,21,PayPal,Annually,Pre-Senior Adults,Premium Spender,Rare Customer
626,49,Male,Jewelry,Accessories,79,Delaware,Medium,Red,Fall,4,Yes,Yes,1,Venmo,Weekly,Mature Adults,High Spender,Loyal Customer
627,31,Male,Sunglasses,Accessories,79,New Hampshire,Medium,Indigo,Spring,3.9,Yes,Yes,10,Venmo,Annually,Early Adults,High Spender,Rare Customer
628,42,Male,Sandals,Footwear,44,Oregon,Large,Black,Winter,4.1,Yes,Yes,24,PayPal,Monthly,Mid Adults,Moderate Spender,Regular Customer
629,69,Male,Sweater,Clothing,85,Massachusetts,Medium,White,Fall,3.7,Yes,Yes,29,Credit Card,Monthly,Seniors,Premium Spender,Regular Customer
630,26,Male,Shoes,Footwear,90,Vermont,Large,Beige,Spring,4.7,Yes,Yes,11,Debit Card,Annually,Early Adults,Premium Spender,Rare Customer
631,41,Male,Jewelry,Accessories,94,Mississippi,Small,Silver,Fall,4.3,Yes,Yes,33,Debit Card,Annually,Mid Adults,Premium Spender,Rare Customer
632,55,Male,Boots,Footwear,68,Washington,Small,Violet,Summer,4.1,Yes,Yes,27,Cash,Fortnightly,Pre-Senior Adults,High Spender,Frequent Customer
633,35,Male,Backpack,Accessories,51,Wyoming,Medium,Red,Winter,3.9,Yes,Yes,19,Venmo,Fortnightly,Mid Adults,Moderate Spender,Frequent Customer
